the_geom,NAME,ACRES,PARKID,NEW_CLASS
"MULTIPOLYGON (((-83.00280222788915 42.39159911850692, -83.0017435277908 42.391757593917646, -83.00173754646197 42.391750237165745, -83.00136422427566 42.39118299387094, -83.00230513419906 42.39084918092173, -83.00280222788915 42.39159911850692)))",Castador,1.76,34,Mini
"MULTIPOLYGON (((-83.11876260972394 42.329914237636515, -83.11930399566263 42.33064228833697, -83.11851192172973 42.3306681800475, -83.11794220846542 42.32988426773314, -83.1183542890328 42.32971305853685, -83.11832430708579 42.329678126255295, -83.11846041553876 42.329622256581466, -83.11847651115485 42.329615148938714, -83.1187685399791 42.32949452108397, -83.11900019974182 42.329815775142, -83.11876260972394 42.329914237636515)))",Malish,1.12,20,Mini
"MULTIPOLYGON (((-83.2519220372281 42.403739138367364, -83.25191589515538 42.40373907809303, -83.25128290367925 42.40375289704224, -83.2512767616058 42.403752836733354, -83.25122805462405 42.40262871730322, -83.25123419658682 42.40262877761475, -83.2518671766703 42.402614958936525, -83.25187331863233 42.40261501921349, -83.2519220372281 42.403739138367364)))",Midland-Bentler,1.64,265,Mini
"MULTIPOLYGON (((-83.07601968789511 42.41748522252881, -83.07530387512962 42.41775026745873, -83.0752979203297 42.417741093827644, -83.07485674211097 42.41708773491326, -83.07517502841529 42.416969333604186, -83.07527397103257 42.41711706404643, -83.07524053385767 42.4171294323187, -83.07529062905706 42.417202849313774, -83.07536370320129 42.41717545140766, -83.07541255109383 42.417249764765664, -83.07577047397429 42.41711633213927, -83.07601968789511 42.41748522252881)))",Mackay-Modern,1.03,320,Mini
"MULTIPOLYGON (((-83.22459473031762 42.36977831865594, -83.22511436445643 42.36976715436727, -83.22511363614582 42.36973982986223, -83.22568719060561 42.369734668539394, -83.2256871074091 42.36973922056652, -83.22586191631197 42.369739829242874, -83.22585825941356 42.36993994335054, -83.22585597921798 42.370064720381905, -83.22609986210828 42.37006662118115, -83.22627193675343 42.37006654454841, -83.22626378257559 42.37051291674804, -83.22636404763094 42.37058692001102, -83.22635553280615 42.37105306819627, -83.22459473031762 42.36977831865594)))",Fitzpatrick-Warwick,1.73,389,Mini
"MULTIPOLYGON (((-83.27524027713044 42.43105486422653, -83.27485800777242 42.43105483459575, -83.27488245935247 42.43169428542352, -83.27483818457267 42.43169568120106, -83.27478284906472 42.431696970693324, -83.27424792840526 42.43171004133674, -83.27419772008389 42.430857270715094, -83.27421862823071 42.43085656113948, -83.274706777612 42.43084668356584, -83.27470692107268 42.430838489867995, -83.27471306583588 42.430838548910046, -83.27519138337756 42.43082857478749, -83.2752049018555 42.43082870462192, -83.27524027713044 42.43105486422653)))",Seven Mile-Appleton,1.38,408,Mini
"MULTIPOLYGON (((-83.120988448868 42.40377833383671, -83.12052617479547 42.40379329648144, -83.12046041558112 42.40382535624075, -83.11999322747543 42.4038402628112, -83.11999077069636 42.40384023584835, -83.11996336770005 42.403182490482216, -83.1209616639444 42.40315064500599, -83.120988448868 42.40377833383671)))",Hill,1.45,64,Mini
"MULTIPOLYGON (((-83.1098115081084 42.370101790588194, -83.10812864505387 42.370736041540404, -83.10812866340774 42.3707351311531, -83.1079521350642 42.37047638756037, -83.10963374686284 42.36984303601528, -83.1098115081084 42.370101790588194)), ((-83.10953840768393 42.369699017653936, -83.10924144546972 42.369810463422276, -83.10924021775207 42.369810449824584, -83.10906370575624 42.369550797567946, -83.10936066705263 42.36943935226394, -83.10953840768393 42.369699017653936)))",Lifsitz,1.46,82,Mini
"MULTIPOLYGON (((-82.952673530103 42.42030335394929, -82.95198790138913 42.421217273702304, -82.95115382891903 42.42087268964421, -82.95146054832637 42.420463090504704, -82.95147273183275 42.42046779533725, -82.95184898626884 42.420622732791124, -82.95190742610974 42.420647136493955, -82.95196191123517 42.42057496559451, -82.95203253465073 42.42060407401182, -82.95210475789013 42.42050844786717, -82.95204508942342 42.42048402896832, -82.95203290587068 42.42047932419713, -82.95204048440571 42.42047031238948, -82.95228509203913 42.4201437144797, -82.95266134653815 42.42029864924546, -82.952673530103 42.42030335394929)))",Brookins,1.57,322,Mini
"MULTIPOLYGON (((-82.96669376359034 42.42678387723416, -82.96654253868249 42.42678565648071, -82.9665553532969 42.427090869894165, -82.96577718810278 42.427095849068785, -82.96575156661277 42.42648542206169, -82.96668217716191 42.42647867897204, -82.96668207498831 42.426483230780654, -82.96669376359034 42.42678387723416)))",Troester-Hayes,1.2,368,Mini
"MULTIPOLYGON (((-83.04376953354874 42.36186813342016, -83.04287243952793 42.362193687317934, -83.04245635083214 42.36154959180091, -83.04246749523739 42.36154516879611, -83.0433534377685 42.36122404118761, -83.0434675573326 42.36140111760823, -83.04376953354874 42.36186813342016)))",Dabrowski,1.61,291,Mini
"MULTIPOLYGON (((-83.1659823283001 42.35388217876125, -83.16509318831838 42.353898265870214, -83.1650743652967 42.35340908406017, -83.16593563325021 42.35273526219375, -83.1659823283001 42.35388217876125)))",Cross,1.65,355,Mini
"MULTIPOLYGON (((-83.25820933678447 42.38898573235422, -83.25820319615758 42.388985672419786, -83.25774733520075 42.38899397009456, -83.25744628266754 42.3890001357896, -83.25744014203998 42.38900007581392, -83.25744006113369 42.38900462786205, -83.2574409639851 42.389092051176455, -83.25744211120616 42.389096615219735, -83.25709437311762 42.38910323456635, -83.25706950950651 42.38835996837722, -83.25819017925436 42.38833540012404, -83.25820933678447 42.38898573235422)))",Rockdale-Kendall,1.7,340,Mini
"MULTIPOLYGON (((-83.07013825375842 42.37448728063187, -83.06913333161675 42.374858251548254, -83.06894393951491 42.37457562310948, -83.0699488582324 42.374204653867075, -83.07013825375842 42.37448728063187)), ((-83.0703621608528 42.374823115708175, -83.06935606358267 42.37519134343206, -83.06917263819821 42.37491697894904, -83.06916666946186 42.374908715366736, -83.06918026997687 42.37490431780295, -83.0701727632942 42.374540489318825, -83.0703621608528 42.374823115708175)))",Bennett,1.74,475,Mini
"MULTIPOLYGON (((-83.04381036427912 42.40926340572449, -83.04303951554311 42.40961604524815, -83.043012553716 42.40860964430207, -83.04382402613287 42.40861909649128, -83.04381036427912 42.40926340572449)))",Collins,1.64,447,Mini
"MULTIPOLYGON (((-83.01300679133965 42.387243755840046, -83.01264748013195 42.38738607990668, -83.01190078105023 42.38636093748593, -83.01191193205018 42.38635651748322, -83.01224648107134 42.38622300652203, -83.01225886004062 42.38621860113174, -83.01300679133965 42.387243755840046)))",Burns-Lambert,1.07,365,Mini
"MULTIPOLYGON (((-83.04581434470312 42.429816175662175, -83.04580190301401 42.42900284509899, -83.04624719667675 42.42898918177011, -83.04624660043464 42.42981805929508, -83.04581434470312 42.429816175662175)), ((-83.04566577853022 42.429827007616026, -83.04525901215914 42.42982227845399, -83.04522257126874 42.428741792941516, -83.0456335676672 42.428746571489995, -83.04566577853022 42.429827007616026)))",Syracuse-Hildale,1.71,282,Mini
"MULTIPOLYGON (((-83.18345554957293 42.42360200070048, -83.18250124658135 42.423632125140756, -83.1824336758526 42.42201241364383, -83.18338797136838 42.421981379371545, -83.18345554957293 42.42360200070048)))",Diack,3.49,102,Neighborhood
"MULTIPOLYGON (((-83.07856315310217 42.33805553360028, -83.07689030442397 42.338587442491665, -83.07692704728184 42.33865069125872, -83.07627594663286 42.33885727918073, -83.0762636003773 42.3388607811686, -83.0758323637487 42.33810918733182, -83.07816742943142 42.337366272545495, -83.07856315310217 42.33805553360028)))",Nagel,4.7,119,Neighborhood
"MULTIPOLYGON (((-83.17700904148768 42.443009228797074, -83.17591434737234 42.443036010426944, -83.175908889952 42.442871138622706, -83.17590407061775 42.442737233156464, -83.17589803952488 42.442602404416455, -83.17589322023471 42.44246849894827, -83.17588841835092 42.44233368308319, -83.17588361648791 42.44219886721715, -83.17587884941717 42.4420622305582, -83.17587409975316 42.441924683502286, -83.17586998814099 42.441818102786186, -83.17587244643993 42.44181812854055, -83.1763115656589 42.44180633771167, -83.17631279480823 42.4418063505841, -83.17631153090015 42.44180815850379, -83.17630283995713 42.44181262037682, -83.17629409687395 42.44181981343736, -83.17628535378876 42.441827006497206, -83.17627782247152 42.441835122825225, -83.17627029115232 42.44184323915273, -83.1762639716013 42.44185227874872, -83.1762588811988 42.44186133121735, -83.17625379079486 42.441870383685746, -83.17624992954015 42.44187944902699, -83.17624728005494 42.44188943763728, -83.17624464794925 42.44189851585144, -83.17624445676499 42.44190853020789, -83.17624426558068 42.44191854456434, -83.17624530354803 42.44192857179393, -83.17624758804799 42.44193770150056, -83.17624985516828 42.44194774160318, -83.17625336882186 42.44195688418277, -83.17625811162894 42.44196603963527, -83.17626408359004 42.44197520796046, -83.17627007293294 42.441983465889315, -83.17627729143038 42.44199173669065, -83.17628573908289 42.44200002036421, -83.17629420411733 42.44200739364109, -83.17630389830718 42.442014779789865, -83.17631362725815 42.44202034514569, -83.17632456798528 42.44202683376903, -83.17633552609377 42.44203241199524, -83.17634650158314 42.44203707982437, -83.1763587236069 42.442040850128286, -83.17637094563212 42.442044620430885, -83.17638443156969 42.442046582811685, -83.1763966709758 42.44204944271546, -83.17641017429325 42.44205049469715, -83.17642369498896 42.44205063628118, -83.17643721568473 42.4420507778636, -83.17645075375798 42.442050009048344, -83.17646306267675 42.44204922736069, -83.17647663550342 42.442046637750224, -83.1764889791749 42.44204403526763, -83.17650134022206 42.44204052238762, -83.1765137186443 42.44203609911018, -83.17652486791098 42.44203166296131, -83.17653603455226 42.442026316415266, -83.1765472011916 42.442020969868125, -83.17655717342726 42.44201378965794, -83.17656589913155 42.44200750697331, -83.17657465958528 42.44199940349586, -83.17658340266128 42.4419922104138, -83.1765897221802 42.44198317080009, -83.17659602432201 42.44197504158215, -83.17660234383736 42.441966001967735, -83.17660620504618 42.441956936614545, -83.17661008362894 42.441946960865124, -83.17661271568348 42.44193788264252, -83.17661536511223 42.44192789402374, -83.17661555623697 42.44191787966668, -83.17661574736164 42.4419078653096, -83.17661469196008 42.44189874847949, -83.17661242478285 42.44188870838411, -83.17661014023128 42.441879578684784, -83.17660664390482 42.4418695257201, -83.17660190105391 42.44186037028213, -83.17659592905414 42.44185120197462, -83.1765899396808 42.441842944062905, -83.1765827211591 42.44183467328138, -83.17657425611401 42.44182730002592, -83.17656580844658 42.44181901637374, -83.17655609688032 42.441812540643355, -83.17654638531607 42.441806064912136, -83.17653542722852 42.44180048670617, -83.17696471300503 42.44178859039379, -83.1769721277033 42.44197988937359, -83.17698095857776 42.44222583785032, -83.17698422508934 42.442312376944294, -83.17700904148768 42.443009228797074)))",Hardstein,2.68,122,Neighborhood
"MULTIPOLYGON (((-83.2415364139333 42.38847758022174, -83.24048952041635 42.388497252434306, -83.24048960255827 42.38849270039829, -83.24048438601291 42.38837336398337, -83.24048119856309 42.38827772251242, -83.24047802755152 42.38818117063394, -83.24047361201701 42.38808551698372, -83.24047044102693 42.38798896510458, -83.24046602551766 42.3878933114536, -83.2404628381205 42.387797669981005, -83.2404596671617 42.38770111810085, -83.24045525168931 42.38760546444878, -83.24045206432334 42.387509822975204, -83.24044766530486 42.38741325891516, -83.24044447796034 42.38731761744091, -83.24044007896711 42.387221053380124, -83.24043689164404 42.3871254119052, -83.24043370433073 42.38702977042996, -83.24042930537448 42.38693320636808, -83.2404261180826 42.38683756489218, -83.24042171915161 42.38674100082954, -83.24041766524213 42.38662531821454, -83.24041774738683 42.38662076617836, -83.24042388776382 42.386620827074395, -83.24146459303807 42.386602005034, -83.2415364139333 42.38847758022174)))",Optimist-Stout,4.22,166,Neighborhood
"MULTIPOLYGON (((-83.04557220603539 42.37410302055797, -83.04457472300952 42.37446384568593, -83.04401412065498 42.3736222950153, -83.04501159347468 42.37326147480585, -83.04527581426113 42.37365884051561, -83.04487613803971 42.37380079502271, -83.04487015334921 42.37379344054016, -83.04477114039588 42.373829622445456, -83.04481397181327 42.37389477379862, -83.044914212628 42.37385860614928, -83.04490705797497 42.373848506245146, -83.045305603006 42.373701985456165, -83.04557220603539 42.37410302055797)), ((-83.04452645336622 42.37448149562944, -83.04419230635347 42.37460235643253, -83.04363293569092 42.3737608181834, -83.04396709857265 42.373639048647696, -83.04452645336622 42.37448149562944)))",Vernor,3.26,191,Neighborhood
"MULTIPOLYGON (((-83.15718153213938 42.26652388304372, -83.15701044451295 42.26681253335413, -83.15698043922758 42.26690600321149, -83.15696023952746 42.26699957771501, -83.15691676886736 42.267091993260834, -83.15686358044489 42.26717975215157, -83.1568094832248 42.26725111081712, -83.1558468132961 42.26840546752755, -83.1549452734651 42.26798516013174, -83.15645263149285 42.26617918680547, -83.15718153213938 42.26652388304372)))",Piwok,4.64,193,Neighborhood
"MULTIPOLYGON (((-82.99973312067432 42.410799732041774, -82.99762176852263 42.41153830829983, -82.99746042517721 42.41127501923024, -82.99801271386401 42.41108225100208, -82.99798668541045 42.41103640700205, -82.99783643825815 42.41077143093212, -82.99783522973485 42.41077050576208, -82.99938314376217 42.41022821155712, -82.99938435229792 42.41022913671072, -82.99955875563849 42.41051352414329, -82.99973312067432 42.410799732041774)))",Martz,2.8,225,Neighborhood
"MULTIPOLYGON (((-83.07139745949232 42.41725778767198, -83.0703089497955 42.41765605185658, -83.06972829473989 42.41679801802825, -83.07016667476816 42.41663729286734, -83.07004980759078 42.4164656777769, -83.07006218847631 42.416461266090984, -83.07038169039026 42.41634380260786, -83.07077990939628 42.41693294782987, -83.07092604203973 42.41687906815206, -83.07099726554924 42.41682251286737, -83.07108270310412 42.41679161630508, -83.07139745949232 42.41725778767198)))",Evans,2.52,235,Neighborhood
"MULTIPOLYGON (((-83.2546454032927 42.43458215818772, -83.25366782680014 42.43460081645746, -83.25360551587863 42.43292658422757, -83.25459047255342 42.43290617783283, -83.2546454032927 42.43458215818772)))",Simmons,3.6,253,Neighborhood
"MULTIPOLYGON (((-83.22679072830103 42.41730401668694, -83.22678458491731 42.41730395505387, -83.22636165387205 42.417314280370846, -83.22636578356347 42.41742450095657, -83.22636895086191 42.417520142740614, -83.2263752688459 42.41771233671188, -83.22637941522974 42.41782164689127, -83.2263823162971 42.41793185514347, -83.2263864627079 42.41804116532179, -83.22638792157262 42.41809581424526, -83.22639278079859 42.418233359288685, -83.22639764004602 42.41837090433127, -83.22640178651284 42.418480214507376, -83.22626777501456 42.41848342239433, -83.22612762000297 42.4184865684546, -83.22597884742963 42.41849053839912, -83.22574401588386 42.418496375741206, -83.22559525991636 42.41849943477924, -83.22545510483488 42.418502580010006, -83.22531370438139 42.41850662312955, -83.22531019281519 42.41836271755451, -83.22530546922854 42.41821788923183, -83.22530255339245 42.41810859135742, -83.22529872537551 42.41798198345996, -83.22529580956227 42.4178726855845, -83.22529168173163 42.41776246496155, -83.2252887159673 42.417655898297745, -83.22528580018684 42.41754660042083, -83.22528071425356 42.41735441873084, -83.22485655393977 42.417364726102704, -83.224850410552 42.41736466436507, -83.22484824096605 42.417281780544016, -83.22527731542047 42.41727152257503, -83.22556007740718 42.41726525705874, -83.22593137058034 42.41725623743896, -83.22635921600539 42.41724596304864, -83.22678214658791 42.4172356377407, -83.22678828996492 42.41723569937391, -83.22679072830103 42.41730401668694)))",Hackett,3.18,267,Neighborhood
